client_id2,Region,Gender,Race,Ethnicty,comp_score,top20,weights,sim_fp
d50,R05,Male,White,Non-Hispanic,13.952555769888592,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
b5a,R07,Male,White,Non-Hispanic,12.745477335563017,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
c67,R07,Male,Black,Non-Hispanic,12.50172288763113,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
6cd,R05,Male,Black,Non-Hispanic,12.055435785002711,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
08a,R05,Female,White,Hispanic,12.049506653348383,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
791,R05,Male,White,Non-Hispanic,12.049506653348383,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
87f,R05,Male,Black,Non-Hispanic,11.984686003865862,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
f67,R05,Female,White,Non-Hispanic,11.876219858208396,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
f68,R07,Male,Black,Non-Hispanic,11.514964502965077,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
084,R05,Male,White,Non-Hispanic,11.467931248445542,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
773,R05,Male,Black,Non-Hispanic,11.227000302168346,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
5d0,R05,Male,White,Non-Hispanic,11.10532717285248,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
342,R07,Female,White,Non-Hispanic,10.89228497519703,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
357,R07,Male,White,Hispanic,10.710245546748025,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
68e,R05,Female,White,Non-Hispanic,10.588290289087212,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
b60,R05,Male,Black,Non-Hispanic,10.486819867088865,TRUE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
14e,R05,Female,Asian,Non-Hispanic,10.434139609259953,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
c30,R05,Male,Asian,Non-Hispanic,10.39720770839918,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
17a,R05,Female,White,Non-Hispanic,10.359217606118673,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
ef1,R05,Male,White,Non-Hispanic,10.31070957029419,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
39b,R05,Male,White,Non-Hispanic,10.257747184120328,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
93b,R05,Male,White,Non-Hispanic,10.01992186784277,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
677,R05,Male,White,Non-Hispanic,10.01681623784313,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
dbb,R05,Female,Black,Non-Hispanic,10.01681623784313,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
249,R05,Female,White,Non-Hispanic,9.793672686528922,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
b53,R05,Male,White,Non-Hispanic,9.50599061407714,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
410,R05,Male,White,Non-Hispanic,9.457200449907708,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
456,R05,Male,Indigenous,Non-Hispanic,9.175447509110256,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
4a2,R05,Male,White,Non-Hispanic,9.159417023797168,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
4ed,R05,Male,Black,Non-Hispanic,9.047845248140062,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
16b,R05,Female,Black,Non-Hispanic,8.989235858656821,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
480,R05,Male,White,Non-Hispanic,8.98895373031187,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
94e,R05,Male,Black,Non-Hispanic,8.946374826141717,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
c72,R05,Male,White,Non-Hispanic,8.877381954654766,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
aac,R07,Female,Black,Non-Hispanic,8.875907173349818,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
efc,R07,Female,Black,Non-Hispanic,8.865805819691058,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
b35,R07,Female,Multiple Races,Non-Hispanic,8.63955663837721,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
018,R05,Male,White,Non-Hispanic,8.589699882202986,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
9f5,R05,Male,White,Non-Hispanic,8.522055731065775,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
0f8,R05,Male,White,Non-Hispanic,8.289877418097596,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
f7a,R05,Female,Black,Non-Hispanic,8.279776064438837,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
ab2,R05,Male,White,Non-Hispanic,8.135726738270337,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
e16,R05,Male,Black,Non-Hispanic,8.060804735129057,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
3fa,R07,Male,Black,Non-Hispanic,7.959616441475663,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
93d,R05,Female,White,Non-Hispanic,7.7891531479903655,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
60f,R05,Male,Black,Non-Hispanic,7.7142311448490855,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
794,R05,Female,Black,Non-Hispanic,7.677581372333261,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
e17,R05,Female,White,Non-Hispanic,7.5600804650218265,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
d6b,R05,Male,Black,Non-Hispanic,7.3777589082278725,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
edd,R07,Female,White,Non-Hispanic,7.2560857789120075,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
645,R05,Female,Black,Non-Hispanic,7.203405521083095,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
687,R05,Male,Black,Non-Hispanic,7.197476389428766,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
b16,R07,Male,White,Non-Hispanic,7.157720986913302,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
6b7,R05,Female,White,Non-Hispanic,7.154615356913663,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
8d5,R07,Male,Black,Non-Hispanic,7.090076835776092,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
331,R05,Male,Black,Non-Hispanic,7.040220079601868,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
763,R05,Female,White,Non-Hispanic,6.971227208114916,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
307,R05,Female,Black,Non-Hispanic,6.925542673945124,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
a0b,R05,Male,White,Non-Hispanic,6.637860601493343,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
7ef,R05,Female,Black,Hispanic,5.991464547107982,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
3dc,R05,Female,White,Non-Hispanic,5.833141645276292,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
554,R07,Female,White,Non-Hispanic,5.768320995793772,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
a9b,R05,Male,White,Non-Hispanic,5.6407187348235786,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
332,R07,Male,Black,Non-Hispanic,5.595316328998735,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
257,R05,Male,White,Non-Hispanic,5.477533293342352,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
ecb,R05,Male,White,Non-Hispanic,5.40571692020071,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
065,R07,Male,White,Non-Hispanic,5.245637108719123,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
92f,R05,Male,White,Non-Hispanic,5.075173815233827,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
1e0,R05,Female,Asian,Non-Hispanic,4.963884167921671,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
cda,R05,Male,White,Hispanic,4.947571554263633,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
1f2,R07,Male,White,Non-Hispanic,4.90188702009384,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
8de,R05,Male,Black,Non-Hispanic,4.846101132265288,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
6fc,R05,Female,Indigenous,Non-Hispanic,4.391061396327849,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
5b3,R05,Male,White,Non-Hispanic,4.382026634673881,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
e4a,R05,Male,White,Non-Hispanic,4.152953951705342,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
eae,R05,Female,White,Non-Hispanic,4.044487806047877,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
850,R05,Male,Black,Non-Hispanic,3.8712010109078907,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
924,R05,Male,White,Non-Hispanic,3.8712010109078907,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
760,R05,Female,White,Non-Hispanic,3.852064895595163,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
e3c,R05,Female,Black,Non-Hispanic,3.694808585768265,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
6bb,R07,Male,Black,Non-Hispanic,3.6390226979397124,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
52e,R05,Female,White,Non-Hispanic,3.5553480614894135,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
574,R07,Female,Black,Non-Hispanic,3.518698288973589,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
c07,R05,Male,White,Non-Hispanic,3.057447293036872,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
502,R05,Female,Black,Non-Hispanic,2.9458755173797675,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
498,R05,Male,Black,Non-Hispanic,2.772588722239781,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
8c8,R05,Male,Black,Non-Hispanic,2.4849066497880004,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
ca5,R05,Male,Black,Non-Hispanic,2.4849066497880004,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
969,R07,Male,Black,Non-Hispanic,2.4200860003054796,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
48f,R05,Male,White,Non-Hispanic,1.9002256148855206,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
fc3,R05,Female,White,Non-Hispanic,1.6153670440884293,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
734,R05,Male,Black,Non-Hispanic,1.2130075659799042,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
4d4,R05,Male,Black,Non-Hispanic,0.6931471805599453,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
a4c,R05,Male,Black,Non-Hispanic,0.6931471805599453,FALSE,2.08|1.61|1.61|1.1|2.08|1.39|2.08|1.39|0.69|1.61|1.95|0.69|2.08|1.95|2.2|1.1|2.3|1.79,55a862df
bd4,R05,Female,White,Non-Hispanic,13.101932072531808,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
2c8,R05,Male,Black,Non-Hispanic,12.947781392704549,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
f68,R07,Male,Black,Non-Hispanic,12.647676800254212,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
cd5,R07,Male,White,Non-Hispanic,11.143599403477937,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
357,R07,Male,White,Hispanic,10.509343740746184,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
efc,R07,Female,Black,Non-Hispanic,10.162770150466212,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
773,R05,Male,Black,Non-Hispanic,10.057409634808385,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
c67,R07,Male,Black,Non-Hispanic,10.044987114809828,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
084,R05,Male,White,Non-Hispanic,9.87508807801443,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
aac,R07,Female,Black,Non-Hispanic,9.757305042358047,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
d50,R05,Male,White,Non-Hispanic,9.65194452670022,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
4a2,R05,Male,White,Non-Hispanic,9.36426245424844,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
3fa,R07,Male,Black,Non-Hispanic,9.246479418592056,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
b53,R05,Male,White,Non-Hispanic,9.21830854162536,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
93b,R05,Male,White,Non-Hispanic,9.190975659108453,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
08a,R05,Female,White,Hispanic,8.958797346140274,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
d6b,R05,Male,Black,Non-Hispanic,8.958797346140274,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
8d5,R07,Male,Black,Non-Hispanic,8.946374826141717,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
f7a,R05,Female,Black,Non-Hispanic,8.930626469173578,TRUE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
332,R07,Male,Black,Non-Hispanic,8.890871066658114,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
5d0,R05,Male,White,Non-Hispanic,8.776475789346321,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
b60,R05,Male,Black,Non-Hispanic,8.55333223803211,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
dbb,R05,Female,Black,Non-Hispanic,8.525161361065415,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
6cd,R05,Male,Black,Non-Hispanic,8.419800845407588,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
b5a,R07,Male,White,Non-Hispanic,8.092363370440344,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
456,R05,Male,Indigenous,Non-Hispanic,7.977968093128549,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
94e,R05,Male,Black,Non-Hispanic,7.977968093128549,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
791,R05,Male,White,Non-Hispanic,7.860185057472165,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
87f,R05,Male,Black,Non-Hispanic,7.860185057472165,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
ef1,R05,Male,White,Non-Hispanic,7.860185057472165,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
68e,R05,Female,White,Non-Hispanic,7.832014180505469,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
16b,R05,Female,Black,Non-Hispanic,7.580699752224563,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
4ed,R05,Male,Black,Non-Hispanic,7.572502985020384,FALSE,0.69|2.08|2.3|2.08|1.1|0|0|1.1|2.2|0|0.69|1.79|1.95|1.61|1.95|1.1|2.2|2.2,9cf781cc
