client_id2,Region,Gender,Race,Ethnicty,comp_score,top20,weights,sim_fp
1e0,R05,Female,Asian,Non-Hispanic,2.442431890589151,FALSE,1.1|0.69|1.61|0|1.1|2.2|2.2|0.69|1.61|1.95|1.95|1.95|1.61|0|1.1|1.61|2.3|2.2,9548d7f1
fc3,R05,Female,White,Non-Hispanic,2.057377779741114,FALSE,1.1|0.69|1.61|0|1.1|2.2|2.2|0.69|1.61|1.95|1.95|1.95|1.61|0|1.1|1.61|2.3|2.2,9548d7f1
4d4,R05,Male,Black,Non-Hispanic,1.9459101490553132,FALSE,1.1|0.69|1.61|0|1.1|2.2|2.2|0.69|1.61|1.95|1.95|1.95|1.61|0|1.1|1.61|2.3|2.2,9548d7f1
a4c,R05,Male,Black,Non-Hispanic,1.9459101490553132,FALSE,1.1|0.69|1.61|0|1.1|2.2|2.2|0.69|1.61|1.95|1.95|1.95|1.61|0|1.1|1.61|2.3|2.2,9548d7f1
734,R05,Male,Black,Non-Hispanic,1.8840909846011278,FALSE,1.1|0.69|1.61|0|1.1|2.2|2.2|0.69|1.61|1.95|1.95|1.95|1.61|0|1.1|1.61|2.3|2.2,9548d7f1
2c8,R05,Male,Black,Non-Hispanic,20.99051660452567,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
bd4,R05,Female,White,Non-Hispanic,20.885156088867845,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
d50,R05,Male,White,Non-Hispanic,17.301637150411736,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
b5a,R07,Male,White,Non-Hispanic,15.84220453862025,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
cd5,R07,Male,White,Non-Hispanic,15.627660716840063,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
08a,R05,Female,White,Hispanic,15.572706288253906,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
b60,R05,Male,Black,Non-Hispanic,15.2221956087319,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
6cd,R05,Male,Black,Non-Hispanic,14.257114712688312,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
084,R05,Male,White,Non-Hispanic,13.963268375819807,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
f67,R05,Female,White,Non-Hispanic,13.924787855251742,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
87f,R05,Male,Black,Non-Hispanic,13.612757696297798,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
791,R05,Male,White,Non-Hispanic,13.598625262231897,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
4a2,R05,Male,White,Non-Hispanic,13.150628245536133,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
c30,R05,Male,Asian,Non-Hispanic,13.053141908362376,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
5d0,R05,Male,White,Non-Hispanic,13.03284520987975,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
018,R05,Male,White,Non-Hispanic,12.465355243460257,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
93b,R05,Male,White,Non-Hispanic,12.441007156958095,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
677,R05,Male,White,Non-Hispanic,12.331823850835734,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
410,R05,Male,White,Non-Hispanic,12.226463335177908,TRUE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
773,R05,Male,Black,Non-Hispanic,12.044141778383954,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
c67,R07,Male,Black,Non-Hispanic,12.044141778383954,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
39b,R05,Male,White,Non-Hispanic,11.989187349797797,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
94e,R05,Male,Black,Non-Hispanic,11.261382439134321,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
f68,R07,Male,Black,Non-Hispanic,11.190679653580025,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
c72,R05,Male,White,Non-Hispanic,11.079060882340366,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
ef1,R05,Male,White,Non-Hispanic,10.945529489715843,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
357,R07,Male,White,Hispanic,10.72855020281836,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
6b7,R05,Female,White,Non-Hispanic,10.722385938401635,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
249,R05,Female,White,Non-Hispanic,10.665721595748133,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
68e,R05,Female,White,Non-Hispanic,10.665721595748133,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
0f8,R05,Male,White,Non-Hispanic,10.602892988677906,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
763,R05,Female,White,Non-Hispanic,10.52975473800631,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
9f5,R05,Male,White,Non-Hispanic,10.459051952452015,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
4ed,R05,Male,Black,Non-Hispanic,10.378039523296351,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
14e,R05,Female,Asian,Non-Hispanic,10.154895971982143,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
456,R05,Male,Indigenous,Non-Hispanic,10.099941543395985,FALSE,2.2|1.95|1.1|0|2.08|0|2.3|2.2|2.2|1.39|2.3|2.08|1.79|0|0|1.39|1.1|1.61,70c7c110
