score_fingerprint,NA,Asian,Black,Multiple Races,Native American,White
0.442931430414319|-0.333037196658552|0.278675153385848|0.482080109417439|0.46562257502228|-0.00862885592505336|-0.422688791062683|-0.383452819194645|-0.36659683752805|0.776428810320795|-0.0884735588915646|0.0943011706694961|0.837371011730283|0.726597090717405|0.0655799023807049|-0.933659653179348|0.112686420790851|-0.110443300567567,1.478754357935395,0.8741995159381379,1.0440732333671163,0.6864791429291168,0.8381794607189172,1.0673665589074683
0.634291987400502|-0.808724097907543|0.908518553245813|-0.0298708332702518|-0.812075786292553|-0.524746808223426|0.997671366203576|-0.928783794865012|0.649654890876263|0.246684857178479|0.545930746011436|0.953276141546667|-0.193918739445508|-0.816711009014398|-0.0462434426881373|-0.457448636181653|0.710615967866033|0.0762516162358224,1.9089870717376471,1.1079343304038047,1.396136533629356,2.619646530691534,1.784058780921623,1.721468967414808
0.845564381685108|0.195499268360436|0.109141080174595|-0.403512306977063|-0.295751153491437|0.414489792659879|-0.212255251593888|0.790916776284575|0.363207334186882|0.299268275033683|-0.698143458459526|0.594212959054857|-0.811381119303405|0.736320402938873|-0.650227386970073|0.230447507929057|0.732164948713034|0.21525067742914,1.2498108826228418,2.0757473227412753,1.4100801340584574,1.0874486110483608,1.4655214628282314,1.5263963439450081
0.0850520697422326|0.82746869744733|-0.397450089920312|0.994448181241751|0.681028096005321|0.826637839898467|0.702810628339648|-0.977202023845166|-0.156587652862072|0.906846621539444|0.114667573478073|-0.794387308880687|-0.919559353962541|0.48305041436106|-0.144616757053882|0.962032303214073|-0.986951161641628|0.514810104388744,1.2170089762541467,1.7508532646733026,1.4601420309148831,1.3460359624587,1.4923495561582967,1.6424726693553156
-0.0120352399535477|0.230516703799367|-0.13628829177469|0.253312869928777|0.791296766139567|0.673593275714666|0.413092059548944|0.927682807669044|-0.524656872265041|0.116603970061988|-0.390082886442542|0.291410173755139|0.17772117163986|0.428369581699371|-0.359090964775532|0.600660422351211|0.194951905868948|-0.79950923519209,1.7243227362516336,2.362944286285589,1.479747829775119,0.856798401568085,1.4426342727150767,1.685970359286476
-0.37157918093726|-0.144898841623217|0.341378379613161|-0.290363682899624|0.302447661291808|-0.267027887981385|-0.0682378048077226|0.159605770837516|-0.860265386290848|0.552549975924194|0.739709378685802|0.975237232632935|-0.0826671817339957|0.024085093755275|0.0333609934896231|0.417758125811815|0.449557602405548|0.676377660129219,1.3350012715905906,1.1268317740876228,1.4036762342145839,1.7761279354958484,1.2459946100988115,1.484980618218386
0.412692189216614|-0.702250677160919|0.677891994360834|-0.406895567663014|-0.396643951069564|0.0440644309855998|0.60524094151333|0.355183999519795|-0.487982081249356|-0.501291122287512|0.832150271162391|0.930521923583001|-0.841670119203627|-0.182021405547857|-0.473272983916104|-0.599247755482793|0.352463113609701|0.893337139394134,0.6150496387039311,0.7652622889106473,0.7092356368787243,1.7421925800542037,0.9294765285371492,0.9669030835365061
0.254234559368342|-0.0517512587830424|0.325665002688766|-0.720923223532736|0.260197038762271|-0.457703207153827|0.111578037496656|0.204205903224647|0.637502663303167|-0.588592618238181|-0.591407047584653|0.891381329391152|-0.625038635451347|-0.624671967700124|-0.074694496113807|-0.271006885915995|-0.494903062935919|-0.760239589493722,-1.7010411984520033,-1.1877082033082842,-1.312025082914193,-1.9462466479589542,-1.3945069915692634,-1.2844128997342088
-0.510861553251743|0.215462815947831|0.601364594418555|-0.690554056782275|-0.441490281373262|0.688436496071517|-0.230343925300986|0.570150627288967|0.0773973679170012|-0.328100872226059|-0.937830172479153|0.138614369556308|0.930080184713006|-0.0484069245867431|-0.708682442549616|0.0844963141717017|0.848805510438979|-0.992478285450488,0.0030288190813735384,-0.037407721299678086,-0.546128739539051,-0.987658811112245,-0.20199203841233004,-0.6377501933820229
0.954924929887056|0.751215965952724|0.137576518114656|0.487476794049144|-0.0419599879533052|-0.587057613767684|-0.148055092431605|0.588201955426484|-0.860857833176851|-0.986585962120444|0.646314198616892|0.274876758921891|0.0852393405511975|0.912428907584399|-0.152678575832397|-0.703522577881813|-0.535866915248334|-0.91327736992389,-0.10230529262917108,0.3910755509044976,0.22667148030164697,-0.7955744187037149,-0.9072893381273994,0.5056729723547215
-0.0471131037920713|-0.991396144963801|0.245328014716506|0.880860078148544|0.319076010491699|0.106910766568035|-0.911132004577667|-0.437971870414913|0.957322750706226|-0.81414699787274|0.396536771208048|-0.517505908384919|0.651595009025186|-0.791604060214013|0.930512027814984|-0.0200839107856154|0.489196274895221|-0.575165768619627,1.2484879161929712,0.4054366588437309,0.5879209814636314,1.114903345393638,1.2234776330102857,0.3900039364398135
-0.331791141070426|0.858500642701983|0.563153515569866|-0.60200761584565|0.424153097439557|-0.886383220553398|-0.205182319972664|0.76632029004395|-0.834452136885375|-0.334123488049954|-0.7323167049326|0.44375263992697|-0.0691566416062415|0.659907163586468|0.772481562104076|-0.826095106080174|0.162059907801449|-0.692402884829789,-1.2289897336508147,-0.7090545220300555,-0.638719860653186,-1.7710491705685854,-1.2742924893507732,-0.7275567240775653
-0.931155860889703|-0.298970276955515|0.528827928006649|-0.403580936603248|-0.679996979422867|0.904905453324318|0.881191874854267|-0.0649806275032461|-0.814017885830253|-0.588672705926001|-0.865898557007313|-0.396112101152539|0.33918127277866|0.300867426674813|0.672591271810234|0.0139065682888031|0.229861449450254|0.638617175631225,-0.3567580326460302,-0.18150724379035332,-0.38161507705959524,0.11170155584501726,0.5989087009957681,-0.5901866457300272
0.150707435328513|0.394767055753618|-0.786072836723179|0.888132332824171|0.380618277005851|-0.578970485366881|0.989077285397798|-0.913796054199338|-0.928266804199666|0.788525540847331|-0.407619582489133|0.440613129641861|-0.138826472684741|0.576212157029659|-0.911073855590075|0.455645829904824|0.0834460305050015|-0.0426578656770289,-0.0036668989807367835,0.04364773357907927,-0.06154426351508682,-0.14667194526021682,-0.5679522351672253,0.1477699092677581
0.630675537977368|0.908949893433601|-0.660642473492771|-0.55549485469237|0.0210461220704019|0.292297715321183|0.270274572540075|0.079814916010946|-0.410954637918621|-0.539404640439898|0.557270368095487|0.808416181709617|-0.320150003768504|-0.291528503876179|0.420892954804003|0.616202522534877|-0.828413967974484|0.339033547788858,-0.1048619474400766,0.5019069732787709,0.5619318762255178,-0.2211728461862852,0.0993395628097157,0.7284302697112188
0.784153178334236|-0.793930704239756|0.949621954467148|-0.682184225413948|0.837145207915455|-0.418883374426514|0.607247379608452|-0.0901038045994937|0.82217650860548|-0.10607150895521|-0.219434909988195|-0.660669044125825|0.187379390001297|-0.0804310478270054|0.103499459568411|0.889846744947135|0.992971021682024|0.175397496204823,2.78404682087712,2.6456666237519433,2.1208167086217413,3.1492049517265213,2.3868912785702077,2.1473363288510834
0.510544859804213|-0.305706779938191|0.422782057430595|-0.0358284646645188|0.529065296053886|-0.41730966931209|-0.938417549710721|-0.957046661060303|-0.839137703180313|0.490750558674335|0.925721130799502|-0.672167337499559|-0.177372087258846|-0.982843260280788|0.747905608732253|-0.467222633771598|0.292528756894171|0.172946921549737,-0.9211291968473233,-1.863155600676934,-1.0176944987882894,-0.89124011558791,-1.4561561580126485,-1.1385532368954538
-0.293479301501065|-0.327991933561862|-0.507200080901384|-0.575479782186449|-0.311003918759525|0.703976935707033|-0.694183417130262|0.832845791243017|0.322712210938334|-0.44304072484374|0.0508162961341441|-0.604213679675013|-0.130111710634083|0.228904054965824|0.080762040335685|-0.321475540753454|0.437155866064131|0.870109164621681,-0.7707765721948817,-0.6135805600478004,-0.6669552959812184,-0.18689810517244043,-0.17725029196590186,-0.9289275014234305
0.389693041797727|-0.793208061717451|0.00462685618549585|-0.776574955321848|-0.848561886698008|-0.509289408568293|0.672480747569352|0.492555779404938|-0.495218771044165|0.741251861210912|-0.217035833280534|0.805022551678121|-0.592790860682726|-0.950650212820619|-0.510183082893491|-0.0375107708387077|-0.968654667958617|0.228855081833899,-2.701463583938312,-2.3815277273456257,-2.231702543343245,-2.3829059296132376,-2.517813946593863,-2.104696768732571
-0.574188482481986|0.828160940669477|0.0102869980037212|-0.289944295305759|0.456378288101405|-0.920563174411654|0.253466131165624|0.9829066186212|0.531314243096858|-0.084845847915858|-0.179119332693517|0.869296189863235|-0.773324263747782|-0.522004343103617|-0.810803854372352|0.777857807464898|-0.319662213791162|0.330484659411013,-0.31110627708258104,0.5051947411460181,0.30058159376796406,0.2743726699302594,-0.06498221718550967,0.39238158054254174
-0.97759357187897|-0.603075931314379|-0.264576083049178|0.144447542726994|0.0387623296119273|0.470096110831946|-0.924126855563372|0.813633533660322|0.605059839785099|0.226333571132272|-0.145515806041658|-0.600647239945829|0.202442506793886|-0.965368752833456|-0.596526235807687|0.571090515702963|0.613924481440336|-0.467399265151471,-0.8118822373333386,-1.0761723576734463,-1.287808512579391,-0.9076528531499207,-0.7650474469643087,-1.520328254889076
0.795493781100959|-0.397937379777431|0.502061098348349|-0.538710924331099|0.589021892286837|0.558032117318362|0.210153840947896|0.825082731433213|-0.113015587907284|0.265536536462605|-0.0425310707651079|-0.29782720701769|0.896514378488064|0.0339347068220377|0.835757829248905|0.757925462909043|-0.056508747395128|0.428510244004428,3.2967487560235895,3.453058122222622,2.9805520602536424,2.816302023952206,3.065733701184702,3.0370811516668623
0.152650979813188|-0.0381405455991626|-0.992225205991417|-0.192985401954502|0.28479047678411|0.975729992147535|-0.920219597872347|-0.210771583020687|0.0795418643392622|0.76693578902632|-0.995244085323066|-0.240573692601174|0.62197317648679|0.34419331420213|0.657844291534275|-0.581846187356859|0.480244812555611|0.840969257056713,0.17192639394197615,-0.13690848681144416,0.06396354936942872,-0.4651709172874689,0.5205710986861959,-0.2838698577026234
-0.164075720123947|0.873005589935929|-0.509835221804678|0.514160672202706|-0.703804355114698|0.0746556855738163|-0.373839227948338|-0.138043088838458|0.128932475112379|0.911861935164779|0.0543517032638192|-0.524868239182979|0.529556888155639|-0.911111245397478|-0.537075284402817|-0.420668091159314|-0.269935854244977|0.288955906406045,-0.7759251822018997,-1.3333205461191635,-0.8733283402070542,-1.0699636038703224,-1.1492921406713625,-0.8804247866798607
-0.309090754482895|-0.160217902157456|-0.41431227652356|0.00123869860544801|0.533998268656433|0.23368099424988|0.334066058509052|0.755144195165485|-0.0192951620556414|-0.615654557943344|-0.314805021975189|-0.806481137871742|0.163998265750706|-0.222587014082819|-0.734219772741199|-0.51078220969066|0.47230197256431|0.658989957999438,-0.4687947960104793,-0.3334022095116476,-0.7369016159761317,0.06366195363613468,-0.4296315533885111,-0.8260191075862964
-0.366180001292378|0.820585657376796|-0.791330640669912|-0.552325239405036|-0.527180090080947|0.559489399194717|0.19011167390272|0.293723200447857|-0.225588439963758|-0.295981242321432|-0.77342118602246|-0.243026974610984|0.397088034078479|0.257506343536079|-0.741307648830116|-0.308038357645273|0.880455564707518|-0.42134216427803,-1.4582512887311168,-1.3458485752188911,-1.6474089618979229,-1.9303287618327887,-1.5902048279298469,-1.7173581449652784
0.536632793489844|-0.572522407863289|0.0867828889749944|-0.762513943947852|-0.389255967456847|0.917055282741785|0.183756080921739|-0.745223123580217|0.525872225407511|0.973047111183405|-0.925600085873157|0.254951405338943|-0.0113046206533909|-0.00354634504765272|-0.72900805901736|0.998098555952311|0.445117760915309|0.611227850429714,0.9103937342646531,0.8500304695063581,0.5271430128736904,0.7350240138514588,1.1705598708863059,0.4690599050780673
-0.152779160998762|-0.868681303691119|-0.928118973504752|0.803859324194491|-0.295398965943605|0.781170587521046|0.365035464055836|-0.815385210793465|-0.659765789750963|0.841513143386692|0.447881925851107|0.293473230674863|-0.475481770932674|-0.20020893542096|-0.435482000932097|0.655070787295699|0.639154827687889|-0.130147792864591,0.13928366900654504,-0.27195027299846214,-0.3115728022315091,0.33743430239458877,0.16319768557635445,-0.1756801013393462
-0.887988552916795|0.320124378427863|0.060986592900008|0.594030727632344|-0.14821116020903|-0.57889579096809|0.318106856197119|-0.278530751820654|0.0442498242482543|0.414016733877361|0.155293837189674|0.243129450827837|0.874913325533271|-0.347369489260018|-0.760622859932482|-0.634673161432147|-0.406781105790287|-0.973446209449321,-0.7003008872037754,-1.373727757871772,-1.068621376537097,-1.175854663224891,-1.3747802769765258,-0.9451125322156312
-0.422121301293373|-0.931264447048306|0.694036797620356|0.780148104764521|-0.539825186133385|0.462841391097754|-0.143174383789301|0.0101864160969853|-0.544909856747836|-0.281660186592489|-0.274643991608173|-0.503081619739532|-0.736320214811713|-0.130007290747017|0.104971862398088|0.165737006347626|-0.451158016454428|-0.189720114227384,-1.4879410096094943,-1.1533665673341602,-1.352290646918118,-1.1611584169790148,-0.7890564810484648,-1.469544993175705
0.474736959207803|-0.70329194702208|0.293510960880667|-0.391355535946786|0.0381652130745351|-0.572645111009479|0.562155040446669|-0.963595184497535|-0.00167844397947192|0.618788224179298|-0.763472134247422|0.330891863442957|0.577229729387909|-0.323147547896951|0.394282745663077|-0.0187987773679197|0.958997264504433|-0.925314044579864,0.33718122571008274,-0.401249228635182,-0.2974339101433375,-0.2804662918516745,-0.2230478877512117,-0.28485033325242254
0.840572426561266|0.970724166370928|0.982306568883359|0.595034725964069|0.0306165772490203|0.292603210080415|0.18234053440392|0.284700646530837|0.947759420145303|0.2890968285501|0.673004135023803|0.889449738897383|0.615694123320282|-0.121249554678798|0.222157713957131|-0.159303551539779|-0.505897699855268|0.0377811207436025,5.1919869821518665,5.150116463548814,4.986120412838472,4.566402670632427,4.822620499188391,5.444680976795849
-0.0470415339805186|-0.109451176133007|0.160801054909825|-0.815281672868878|0.129085604567081|-0.642781350761652|-0.093916685320437|-0.567670623306185|-0.602096157614142|-0.713627338409424|-0.188508497085422|-0.583867019973695|-0.910040784161538|0.416585946921259|-0.86779580404982|-0.697575272992253|-0.306138416752219|0.397957351990044,-4.316387255338486,-4.055884238192812,-3.812341956394138,-3.5877953029082468,-4.188268115844888,-4.032882595842315
-0.611401529051363|0.235180307179689|-0.142485520336777|-0.462369705084711|0.485894415061921|0.420549436472356|0.328519865870476|0.803990481421351|0.268113480415195|-0.75094949780032|0.833667394705117|-0.148902535438538|0.359069394413382|-0.667884634807706|-0.452302388846874|-0.308804895728827|0.380872967187315|-0.114112966693938,0.5959251852007583,0.43939186368758476,0.22654736595254185,0.8901691028848291,0.4080069568241015,0.3446715758428635
-0.64649023860693|-0.479088580235839|0.0572359999641776|-0.246899623889476|-0.611482612323016|-0.0676504164002836|-0.716384137514979|-0.38764138193801|0.0756983137689531|0.183093708008528|-0.232129173353314|-0.80533291073516|0.211626858450472|0.707643070723861|-0.319188572466373|0.505238328594714|0.359801970422268|0.932073842734098,-1.1046289727673866,-1.4145497978664934,-1.1373775778359871,-0.44737920140226684,-0.8380519706600655,-1.5319981662933928
-0.588818321935833|0.75982529995963|0.596341575495899|0.474935769569129|-0.532722248695791|-0.678828692529351|0.166067081037909|0.833850894588977|-0.338941578287631|-0.181142710614949|-0.277965932618827|-0.0115238726139069|0.170397012960166|-0.845665998291224|-0.0482009402476251|-0.21303248917684|-0.413498088251799|0.374373949598521,-0.5193608131608926,-0.3047880552088221,-0.16356758955581527,-0.22549356278032065,-0.39660935155116017,-0.15822599354729638
-0.952770418021828|0.572320606559515|-0.398893866688013|0.392927252687514|0.990119682159275|-0.414410785771906|0.0245281653478742|-0.791021468117833|0.652067590504885|0.0296290754340589|0.850457228720188|0.241982653737068|-0.386500555556267|-0.227412661071867|-0.584462546277791|-0.689456722233444|-0.65853684861213|0.0234021618962288,-0.7919924149755388,-1.1711871344285707,-0.6620961483783537,-0.30139720512864493,-0.8095674945119147,-0.5991750181135204
-0.992576481308788|-0.018967479467392|-0.322619263548404|0.945359909441322|-0.154615749139339|0.626896199770272|0.736404702067375|-0.971390282269567|-0.327364159282297|0.749147042166442|-0.867128786630929|0.123116863425821|-0.0186083633452654|-0.720302644651383|0.235668104141951|-0.0903193736448884|-0.167549061123282|0.0717944274656475,-0.5392403491539881,-0.8401827498494338,-0.6827842136030086,-0.5669882621616126,0.10766120788175611,-0.7337461616579151
0.0862858700565994|0.427882851101458|-0.868352059274912|-0.363525304943323|0.779805227648467|-0.388811509590596|-0.205045468639582|0.0942313983105123|-0.791149747557938|-0.891527599655092|0.366879322100431|-0.919449438340962|-0.340877669397742|-0.130152336787432|-0.270186923909932|0.621283496264368|0.579624102916569|0.860860518179834,-1.5989336121012456,-1.3783881290815772,-1.3614588782954444,-0.8748724634293467,-1.8161984728416427,-1.5530801118808049
-0.764049372635782|-0.103966498281807|-0.137815524358302|0.490026287734509|0.867354391608387|0.862256499007344|-0.122526348102838|0.733685395680368|0.225556039717048|-0.529113010503352|-0.423236556816846|-0.351951859425753|-0.616995520424098|-0.91537848720327|0.514446931891143|-0.636496806982905|-0.0614453186281025|-0.246508226729929,-0.6006699199439026,-0.19313095519319176,-0.5297524667810649,-0.5502734273206442,0.23032019224483521,-0.6294618090386411
-0.498257977887988|0.396259773988277|-0.0821071434766054|0.48050368251279|0.943164777476341|-0.742102742195129|-0.0708564803935587|0.593022164423019|-0.689721596892923|-0.207838789094239|-0.203023773152381|-0.592615984380245|0.909639975987375|0.375255452934653|-0.208514624740928|-0.727144386153668|-0.851388368755579|0.772555177565664,-0.5886431304970756,-0.5493570674831668,-0.3913607362235241,-0.5580170186391721,-0.9507907601461436,-0.5394415556167076
-0.745191540569067|0.0716068972833455|-0.749405956361443|0.844800437800586|0.914590162690729|-0.597344026900828|0.205196502618492|-0.851227457169443|-0.963392447680235|-0.709404093679041|0.490382188931108|-0.991649203468114|0.512497939635068|-0.337568362243474|-0.404296877328306|-0.133694267366081|0.806592553853989|-0.552859794348478,-1.5553723760298452,-2.3429669772119572,-2.110178352707859,-1.3832558292585115,-2.3836770831762504,-2.2104371605364888
0.78707978175953|-0.786493082530797|0.815222656819969|-0.257731579709798|0.792014681734145|0.172268739435822|0.375861768610775|-0.84605554677546|-0.207730886992067|0.270469959825277|-0.020999763160944|0.0455714827403426|-0.563957639038563|0.494013572577387|-0.874075525440276|-0.740258355159312|-0.291708665434271|0.560816894751042,0.21467206014785917,0.18711576820351183,0.03730461602185475,0.46118107939449454,0.11079751228292786,0.1516376959637806
0.876395736820996|0.767401624005288|-0.426047774963081|0.895246288739145|0.85120188863948|0.181201272644103|0.911567830480635|-0.775230137165636|0.14427339984104|0.975307542830706|-0.652051928918809|0.0818943218328059|-0.276017175521702|-0.211835720576346|0.997686376795173|-0.358841645531356|0.786790213081986|-0.935292391106486,2.7224218367016872,2.6228439340678356,2.360635377130799,1.7986563615190485,2.371151886243994,2.682408411291982
0.46119424328208|-0.664733699057251|0.903389469720423|-0.913325613364577|-0.17061152216047|-0.327574588358402|0.809161074459553|-0.600979741662741|-0.992676746565849|0.880028400570154|-0.857154509052634|-0.500749930739403|-0.813697911333293|-0.882118192035705|-0.592638328205794|0.883277144283056|-0.583212168421596|0.258532856591046,-2.7721079815062692,-2.4669763154815882,-2.560265413563509,-2.5329584140485775,-2.729109329000736,-2.6019794835842953
-0.892279785592109|0.975897065829486|-0.024813252966851|0.567149914801121|-0.0620175008662045|-0.251219161786139|-0.301740765571594|0.392460927832872|0.5554528250359|0.233633778057992|-0.863618141040206|-0.198574832174927|-0.27400987688452|-0.800304766278714|-0.0542161581106484|0.553430914413184|0.421767605468631|0.607835157774389,0.16452504006447274,0.40686048699232447,0.40657068864632123,0.5309535415222247,0.6895794907429567,0.2256868153950504
-0.60261333361268|-0.883223028387874|-0.803597918245941|0.276557338889688|0.332169143948704|0.376143150031567|-0.0118330810219049|0.865022411569953|0.894003056921065|0.137012993916869|0.869664150755852|0.13668318791315|-0.446967944968492|-0.491909631062299|-0.202118683606386|0.30504570575431|0.0912555083632469|-0.0186846572905779,0.6845426104147918,0.6847094602261979,0.47947692025961625,1.362379127011324,0.9957530073743934,0.5666895685248758
-0.189268672838807|0.224193664267659|-0.153246141504496|-0.276935908477753|-0.166435093153268|-0.918617793358862|-0.0449781296774745|0.0694929962046444|0.479115533642471|-0.712102813646197|0.59053331753239|0.677885423414409|-0.867157509550452|-0.895182720385492|0.173740089405328|-0.201524614822119|0.1253930949606|-0.204112141858786,-1.5477955263573677,-1.5052915284099677,-1.1025639952565716,-0.8163663273366789,-1.30469184400669,-1.0594937136357199
0.729508019983768|-0.181129505392164|0.928426004014909|-0.674570791888982|0.701682176906615|0.68374713556841|0.925847874954343|0.522268397267908|0.027373593300581|-0.0124338092282414|-0.901308869943023|-0.0342123033478856|0.688861133530736|-0.0222683241590858|0.842106544412673|-0.710617301985621|0.110505873337388|0.875573849771172,3.111155003553722,3.3187551991237947,2.8307930594292916,2.879063966482257,3.377470679449228,2.9032588272093753
-0.243575343396515|-0.998537505976856|0.588442321401089|-0.878808744251728|-0.121249452698976|0.839621726889163|0.253533356357366|-0.109891618136317|-0.596900762990117|-0.757033183705062|0.514581080991775|-0.607794065959752|0.058457431383431|0.679049037862569|-0.222744877915829|-0.659223475493491|-0.946304616052657|-0.0813267873600125,-1.9848741481779142,-1.9173538015689702,-2.0098008506517444,-1.7681538320612162,-1.7195974839152768,-2.0805591897034614
0.0563826989382505|-0.673300351947546|0.781663712579757|0.443609303794801|0.346471305005252|-0.273210940416902|-0.511297087185085|0.640151613391936|0.616269825026393|-0.0439352286048234|-0.340920303016901|0.672952312044799|0.514746582601219|0.304273221641779|0.693653612397611|0.800045544747263|-0.751573482062668|-0.569093890488148,2.033049273956567,2.3538740222963193,2.0730600844452125,1.3914476373388123,2.1576148794886345,2.038339161974822
0.553124402184039|0.275924465619028|0.285501238889992|0.103912252467126|0.13168071070686|0.611897912807763|-0.655254383571446|0.120617629028857|0.94359542010352|0.0850449725985527|0.706724348012358|0.0207904195412993|0.0496741090901196|-0.262485877610743|-0.0125914118252695|-0.98935629054904|0.824167401064187|-0.374099497683346,2.353612799430266,1.859519550173233,1.8439574845402535,1.9744433580742529,2.0079689590105168,2.0222769074172415
-0.307928798720241|-0.632186711300164|-0.890165552031249|-0.0382980136200786|0.250804194249213|-0.39153199782595|0.909084026236087|0.0920074796304107|-0.394423628691584|-0.851376127451658|0.131930441129953|0.867933547124267|-0.691052834037691|-0.301435148809105|-0.0097195184789598|0.117414973210543|-0.059613867662847|0.788427617866546,-1.2948598698712885,-0.92328967503272,-0.9040888610847846,-0.11924953347382444,-0.6391203610304121,-0.8865928964619372
-0.579106367658824|0.929142868611962|-0.242219771724194|-0.634103462100029|0.454017631709576|0.864187984261662|-0.859169133938849|0.231936504133046|0.432108954526484|0.552341885399073|0.651714771986008|0.649755484890193|0.95118203619495|-0.472579456400126|-0.225611348170787|0.395298594143242|-0.1224235156551|-0.825283998157829,1.2036780020222069,0.7763153113114337,0.9088043054052698,-0.03698245122407873,0.7199236378927405,0.9666168778638654
-0.41115450207144|-0.16714321449399|0.0704904142767191|-0.463479654397815|-0.108254954684526|0.184365959372371|-0.459091380704194|0.121462609153241|0.772999831009656|0.042640688829124|0.454450013116002|-0.0212370194494724|0.176485632546246|0.509783027693629|0.378825958352536|0.665720171295106|-0.221186436247081|-0.576107545290142,0.5146303865476511,0.4863154108946522,0.49880692137715715,0.3479740531183779,0.5997112800832838,0.4319062387963355
-0.557685017585754|0.389298337046057|-0.00116536254063249|-0.273722821380943|-0.282067980151623|0.538883017376065|-0.294421337079257|-0.564828568138182|0.35508478526026|-0.524204379878938|-0.108109441120178|0.150048051495105|-0.807397271506488|-0.956123102921993|-0.132720262743533|-0.600740872789174|0.520752749405801|-0.222976863384247,-1.9307084321044385,-2.0735696530280014,-1.841820965383064,-1.6719809184471766,-1.3060615455421307,-1.9441353294237522
-0.935604003723711|-0.996637163218111|0.481291797012091|-0.284846021328121|0.714447325561196|0.995259064715356|0.236911200918257|-0.206059623509645|0.221160039305687|0.16213006246835|0.351949627045542|-0.957732135429978|0.991890938021243|0.541634720284492|0.212975716218352|-0.0918740858323872|-0.643925942480564|0.153206034563482,1.0628958387183958,0.5732360869956513,0.46587255900096214,1.0964920150736968,1.1957460895335923,0.32495602275871854
0.0677959243766963|0.0992555315606296|-0.893798015080392|0.381722495891154|0.370674244593829|-0.608891679905355|0.656620671972632|0.0101773496717215|-0.573438278865069|0.510374056175351|0.619521808344871|0.189374838024378|0.478536060545594|-0.792834127321839|0.085435101762414|-0.453098880127072|-0.787091037258506|0.251410752069205,-0.5404593550716527,-0.928919205100586,-0.4806180510126675,-0.4882709878496826,-1.0540847905678674,-0.3061866902435819
-0.0924618560820818|0.836855581495911|-0.227876951918006|0.057181709446013|-0.400941455736756|0.242801857180893|-0.450806006323546|0.169667615089566|-0.0520321731455624|-0.323879916220903|0.210749107412994|0.191233898047358|0.0930949691683054|-0.441693448927253|0.39231800287962|0.915275669191033|0.869942841120064|-0.876815944444388,0.6848811072995886,0.6839424246922136,0.6000431976194873,0.13364753738666577,0.4936672230639185,0.6310662159848398
-0.511940888594836|-0.224334663711488|-0.729680770076811|-0.235220020171255|-0.0219072010368109|0.0750188236124814|0.250065382570028|-0.299846032634377|-0.417278193403035|-0.610869387630373|-0.929474928416312|0.376919459085912|0.690322597511113|0.1418133135885|-0.973547920119017|0.759992530103773|0.213164327666163|0.725802574306726,-1.347298479033634,-1.2878823529463261,-1.447003887331596,-1.2015052598590652,-1.1681070366098236,-1.697399661015853
0.153803801164031|-0.646327405702323|-0.301149820443243|-0.599349263589829|0.323039483744651|-0.134176990017295|0.799260961823165|-0.61536953272298|-0.692639888264239|0.279868621379137|0.881298142950982|-0.073022523894906|-0.49256211752072|0.277277960907668|-0.379898040089756|-0.860912758857012|0.896060699597001|0.852433047257364,-0.21161919350270184,-0.7590482360372941,-0.4796010050991619,0.8836471998908867,-0.438891925329032,-0.35237363444373404
0.452410269528627|-0.599313594400883|-0.230508019216359|-0.67052030749619|0.0314497533254325|0.360243367496878|-0.0783597528934479|-0.257640599738806|-0.446876789908856|-0.467382298316807|-0.486846682149917|0.701152619440109|0.972965174354613|-0.730625721160322|-0.307703698985279|0.297989026177675|0.981089907698333|-0.487496897578239,-0.17756148265907543,-0.6672269352711737,-0.8084397973234041,-0.9802962915971876,-0.6221287104068325,-0.8798643502278948
0.937853340990841|-0.00973419519141316|-0.611379322595894|0.95558244176209|0.48369137942791|-0.243053871672601|-0.892999145668|0.791106744203717|-0.167606667149812|-0.0441272333264351|0.760177249088883|-0.555024992208928|-0.589963673148304|-0.887152515351772|-0.770165877882391|-0.993039560504258|-0.894298463594168|-0.786519427318126,-2.120017692889087,-1.9429942729417236,-1.9629900125515027,-2.6603590994607655,-2.850791537738405,-1.790845655731163
-0.291059471666813|0.0278786919079721|0.8064756821841|0.102704258169979|-0.888450648635626|-0.490174034610391|0.977771229576319|-0.758029602468014|0.301070125773549|-0.143641812261194|0.343275462742895|-0.283924804069102|0.373589672148228|0.418536602519453|0.430360150989145|-0.921652150340378|0.49817759450525|0.833768379408866,1.5629131245892496,0.8744730551416675,1.3066878274492748,2.644641670755421,1.6898843271269772,1.3786468855911878
0.412501860875636|0.706860132981092|-0.415255808737129|0.453917725943029|0.329834155738354|-0.668753243051469|-0.701687097083777|-0.954883188474923|0.781429526861757|-0.945622294209898|-0.996816013474017|0.542126242537051|0.098877802491188|0.296316396910697|-0.208710616920143|0.0472095021978021|-0.417537974659353|-0.064611354842782,-1.1305373355862685,-0.9097948322538286,-0.746918434046502,-1.6283871307348212,-1.0143567191747327,-0.9686688352077956
0.53578629437834|-0.757406558375806|-0.191127389203757|-0.571028796955943|-0.0573660163208842|-0.226637186482549|-0.0417426652275026|0.667913417331874|-0.862511062528938|0.66487750178203|-0.805301866494119|0.283137287944555|0.633051957469434|0.773819698486477|-0.510942165274173|0.494253233540803|-0.972428882494569|-0.381232182029635,-1.5515298845246435,-1.0862679760127019,-1.394000351854117,-2.5122986915831764,-2.00680729430945,-1.4483449111156945
